wT,wAT,wH,wP,wR,wTT,wWD,wWS
27862.374,26.3,30.9,1017.8,False,29.0,353,2.2
27922.411,26.3,30.9,1017.8,False,28.6,5,1.5
27982.416,26.2,31.0,1017.8,False,28.9,358,2.0
28042.396,26.2,31.0,1017.7,False,28.7,17,1.9
28102.431,26.2,31.0,1017.7,False,28.7,17,1.9
28162.411,26.3,31.3,1017.8,False,28.8,351,2.1
28222.428,26.2,31.3,1017.8,False,28.6,7,1.8
28282.431,26.2,31.5,1017.8,False,28.6,344,1.8
28342.433,26.2,31.9,1017.7,False,28.6,8,0.8
28402.438,26.1,31.8,1017.8,False,28.7,357,1.3
28462.438,26.0,31.5,1017.8,False,28.5,12,1.4
28522.46,26.0,31.6,1017.8,False,28.6,340,1.4
28582.471,26.0,31.6,1017.8,False,28.6,340,1.4
28642.498,26.0,31.8,1017.8,False,28.6,353,1.1
28702.511,25.5,32.0,1017.9,False,28.5,337,0.6
28762.522,25.5,32.0,1017.9,False,28.5,337,0.6
28822.523,26.0,32.1,1017.8,False,28.3,360,1.2
28882.55,25.7,32.2,1017.9,False,28.2,347,0.7
28942.536,25.6,32.5,1017.8,False,28.1,17,1.0
29002.542,25.6,32.9,1017.8,False,28.4,358,0.8
29062.538,25.5,33.2,1017.8,False,28.0,16,0.8
29122.599,25.4,33.6,1017.8,False,28.1,13,0.6
29182.575,25.4,33.5,1017.8,False,28.1,5,1.6
29242.604,25.5,33.8,1017.9,False,28.1,2,1.1
29302.612,25.4,33.9,1017.8,False,28.0,0,0.6
29362.627,25.4,33.9,1017.8,False,28.0,0,0.6
29422.663,25.4,34.2,1017.9,False,28.0,352,0.9
29482.668,25.4,34.2,1017.9,False,27.9,1,0.7
29542.653,25.4,34.0,1017.9,False,27.9,329,1.2
29602.655,25.4,32.1,1017.9,False,27.8,352,2.2
29662.675,25.4,32.1,1017.9,False,27.8,359,1.8
29722.678,25.5,31.6,1017.9,False,27.7,6,1.6
29782.679,25.5,31.3,1017.9,False,27.6,359,1.9
29842.666,25.5,30.9,1017.8,False,27.5,350,1.9
29902.7,25.4,30.9,1017.9,False,27.5,346,2.4
29962.704,25.4,31.0,1017.9,False,27.6,355,1.3
30022.715,25.5,31.2,1017.9,False,27.5,356,1.8
30082.729,25.5,31.0,1017.9,False,27.6,353,1.3
30142.747,25.4,31.2,1017.9,False,27.5,359,2.3
30202.763,25.4,31.3,1017.9,False,27.6,2,1.0
30262.78,25.4,31.3,1018.0,False,27.4,350,0.7
30322.803,25.4,31.3,1018.0,False,27.4,350,0.7
30382.814,25.3,31.2,1017.9,False,27.3,348,1.9
30442.812,25.2,31.1,1017.9,False,27.3,341,1.4
30502.832,25.2,30.9,1018.0,False,27.4,357,1.1
30562.82,25.1,31.0,1018.0,False,27.2,57,0.4
30622.833,25.2,31.0,1018.0,False,27.3,352,1.6
30682.86,25.2,31.0,1018.0,False,27.3,352,1.6
30742.861,24.9,31.2,1017.9,False,27.3,354,0.9
30802.863,24.9,31.2,1017.9,False,27.3,354,0.9
30862.885,24.7,31.7,1017.9,False,27.1,355,0.6
30922.891,24.7,31.7,1017.9,False,27.1,355,0.6
30982.886,25.1,31.9,1018.0,False,27.2,352,0.7
31042.904,24.1,31.9,1018.0,False,27.2,352,0.7
31102.894,24.8,31.9,1018.0,False,27.2,352,0.7
31162.888,25.0,32.3,1018.0,False,26.9,7,0.8
31222.887,25.0,32.3,1018.0,False,26.9,7,0.8
31282.892,25.0,32.7,1018.0,False,27.0,321,0.6
31342.879,25.0,32.7,1018.0,False,27.0,321,0.6
31402.89,24.5,32.7,1018.0,False,26.9,351,1.1
31462.9,24.4,32.8,1018.0,False,26.9,334,1.1
31522.901,24.3,33.0,1018.0,False,26.8,352,1.3
31582.929,24.3,33.2,1018.0,False,26.7,351,2.1
31642.927,24.3,33.3,1017.9,False,26.8,342,1.4
31702.928,24.2,33.3,1018.0,False,26.6,350,0.8
31762.931,24.2,33.4,1018.0,False,26.9,357,1.0
31822.969,24.1,33.4,1018.0,False,26.6,332,0.8
31882.96,24.1,33.5,1018.0,False,26.7,335,0.8
31942.969,24.1,33.8,1018.0,False,26.9,14,0.5
32002.975,24.1,33.8,1018.0,False,26.9,14,0.5
32062.98,24.1,33.8,1018.0,False,26.5,335,1.1
32122.993,24.1,33.8,1018.0,False,26.7,0,0.0
32183.025,24.0,33.7,1018.0,False,26.5,336,1.4
32242.982,24.0,33.9,1018.0,False,26.4,7,0.6
32303.016,24.0,33.7,1018.0,False,26.4,2,0.6
32363.024,23.9,33.8,1018.0,False,26.3,351,1.3
32423.044,23.9,33.8,1018.0,False,26.5,321,0.3
32483.036,23.9,33.9,1018.1,False,26.5,323,0.5
32543.047,23.8,34.0,1018.1,False,26.3,198,0.5
32603.085,23.8,33.9,1018.1,False,26.3,105,0.4
32663.094,23.8,33.9,1018.1,False,26.3,105,0.4
32723.123,23.8,33.7,1018.0,False,26.2,0,0.0
32783.131,23.7,33.6,1018.1,False,26.1,348,1.1
32843.136,23.7,33.8,1018.1,False,26.3,332,1.2
32903.137,23.7,33.8,1018.1,False,26.3,332,1.2
32963.169,23.7,34.2,1018.0,False,26.1,350,1.8
33023.173,23.6,34.2,1018.1,False,26.1,356,1.2
33083.157,23.6,34.3,1018.1,False,26.0,3,1.1
33143.18,23.6,34.3,1018.1,False,26.0,359,1.3
33203.188,23.5,34.4,1018.1,False,26.1,346,1.4
33263.188,23.5,34.5,1018.1,False,25.9,356,1.5
33323.203,23.5,34.5,1018.2,False,25.8,349,1.5
33383.224,23.5,34.3,1018.1,False,25.9,349,1.3
33443.24,23.5,34.3,1018.2,False,25.8,353,2.0
